Order_ID,Order_Date,Region,Product_Category,Marketing_Spend,Website_Visits,Orders,Revenue,Return_Rate,Delivery_Days,Customer_Rating,Payment_Mode,Discount_Percent,Shipping_Cost,Customer_Segment,Repeat_Customer
ORD10068,23-06-2025,East,Watches,2918,18940,362,690696,5.5,2,4.7,COD,27,212,Regular,Yes
ORD10069,11-01-2025,South,Watches,7807,18237,282,937368,15.6,5,3.4,Net Banking,30,125,Premium,No
ORD10070,11-05-2025,South,Electronics,7738,7085,300,635700,11.3,8,4.2,Net Banking,13,169,Budget,Yes
ORD10071,23-04-2025,South,Shoes,8057,14739,281,689012,12.3,7,3.3,Debit Card,6,243,Regular,No
ORD10072,28-06-2025,North,Bags,4399,7237,208,390416,5.5,4,4.9,Credit Card,27,170,Regular,Yes
ORD10073,03-03-2025,East,Clothing,5226,10826,188,409464,4.7,3,4.7,Debit Card,9,247,Premium,Yes
ORD10074,23-06-2025,East,Electronics,3926,17633,417,857352,7.3,1,4.6,Net Banking,13,171,Regular,Yes
ORD10075,22-06-2025,North,Bags,5756,7768,210,618030,5.2,2,4.4,UPI,9,212,Budget,Yes
ORD10076,05-05-2025,East,Electronics,2762,10087,226,568164,5.4,4,4.6,Debit Card,12,164,Budget,Yes
ORD10077,06-05-2025,North,Electronics,3970,15350,420,1078980,2.2,1,4.1,Credit Card,8,130,Premium,No
ORD10078,27-06-2025,North,Bags,3278,8350,401,775133,5.3,2,4.2,Debit Card,18,245,Budget,Yes
ORD10079,22-04-2025,East,Shoes,2711,8538,419,1010628,4.2,4,4.7,Debit Card,35,209,Regular,Yes
ORD10080,27-03-2025,West,Bags,6364,16923,227,464669,11.7,4,4.2,Debit Card,5,193,Budget,Yes
ORD10081,24-03-2025,North,Watches,3794,18516,253,533830,4.7,3,4.5,Debit Card,15,234,Regular,Yes
ORD10082,27-02-2025,North,Clothing,5933,9551,233,576908,6.1,4,4.5,Net Banking,12,201,Premium,Yes
ORD10083,21-03-2025,South,Watches,6975,19925,264,732336,10.2,7,3.9,Debit Card,25,194,Regular,No
ORD10084,22-04-2025,West,Shoes,8548,14634,205,625250,9.8,7,4.2,Debit Card,32,162,Budget,Yes
ORD10085,25-05-2025,South,Watches,5659,18405,286,977262,11.5,4,3.6,Net Banking,21,193,Regular,No
ORD10086,05-06-2025,South,Bags,8721,15524,240,774720,11.8,5,3.2,Net Banking,18,101,Regular,No
ORD10087,21-05-2025,North,Bags,5343,17365,419,869844,5.1,4,4.3,Net Banking,10,168,Premium,Yes
ORD10088,05-02-2025,West,Electronics,5656,14441,248,759624,14.9,5,3.8,COD,12,236,Regular,No
ORD10089,18-02-2025,North,Bags,5003,14329,186,403620,4.1,2,4.6,Net Banking,10,165,Budget,Yes
ORD10090,11-02-2025,West,Shoes,5996,7676,268,600588,12.3,4,3.4,Debit Card,7,124,Regular,No
ORD10091,14-02-2025,North,Clothing,4982,17765,240,753600,7.2,1,4.5,COD,8,186,Premium,Yes
ORD10092,22-06-2025,West,Watches,8132,9094,194,364138,15.3,7,4.2,Net Banking,17,85,Regular,Yes
ORD10093,21-03-2025,East,Electronics,4832,9354,229,519372,1.2,2,4.3,Net Banking,14,192,Premium,Yes
ORD10094,23-06-2025,South,Watches,5690,10807,307,1020775,10,8,3.4,Credit Card,8,104,Budget,No
ORD10095,15-02-2025,North,Electronics,3447,16052,343,1179577,5.6,4,4.4,Debit Card,12,238,Budget,Yes
ORD10096,20-01-2025,West,Bags,6216,11358,240,506400,11.9,8,3.7,COD,24,132,Premium,No
ORD10097,19-06-2025,North,Electronics,4499,8163,227,624704,4.8,3,4.6,UPI,15,209,Regular,Yes
ORD10098,20-05-2025,West,Shoes,7609,7399,216,505872,5.5,7,3.7,Debit Card,15,112,Budget,No
ORD10099,30-04-2025,West,Shoes,6965,12747,275,564850,11.8,7,3.5,Credit Card,12,171,Regular,No
ORD10100,27-05-2025,North,Shoes,5137,18692,268,687688,4.7,1,4.4,Debit Card,31,195,Regular,Yes
ORD10101,08-02-2025,South,Watches,7656,18062,265,589095,10.8,5,3.9,COD,28,195,Budget,No
ORD10102,21-05-2025,South,Electronics,6546,9637,246,731358,13.4,6,4.5,Net Banking,16,181,Budget,Yes
ORD10103,21-04-2025,North,Watches,3423,18040,333,755910,4.7,4,4.5,Credit Card,9,233,Regular,Yes
ORD10104,06-06-2025,West,Shoes,6379,14440,351,670410,10.2,7,3.6,Credit Card,12,85,Premium,No
ORD10105,11-03-2025,South,Electronics,7743,19612,347,737722,12.6,5,3.6,COD,12,215,Premium,No
ORD10106,14-06-2025,West,Electronics,6943,7922,277,817981,13.2,8,3.8,Credit Card,18,146,Premium,No
ORD10107,20-01-2025,South,Electronics,8658,8511,412,1050600,9.2,6,3.5,Credit Card,10,186,Regular,No
ORD10108,20-05-2025,East,Clothing,2726,10918,217,596750,7.4,1,4.3,COD,29,189,Premium,Yes
ORD10109,13-05-2025,East,Shoes,5961,9150,229,516166,5.6,3,4.8,UPI,5,96,Budget,Yes
ORD10110,18-05-2025,East,Clothing,3692,17455,418,916256,5,4,4.3,COD,15,180,Budget,Yes
ORD10111,09-06-2025,South,Watches,7718,18102,312,685464,10.9,4,3.1,Credit Card,25,156,Regular,No
ORD10112,15-03-2025,South,Clothing,6313,9070,243,513216,11.3,7,3.5,COD,7,175,Regular,No
ORD10113,28-01-2025,East,Shoes,4015,17061,374,1105544,2.9,1,4.8,Net Banking,6,245,Regular,Yes
ORD10114,28-03-2025,North,Watches,5873,19588,400,1390000,2.9,2,4.2,Debit Card,14,244,Premium,Yes
ORD10115,24-04-2025,West,Watches,6354,11615,181,379557,16.2,8,3.1,Debit Card,29,145,Regular,No
ORD10116,11-05-2025,West,Watches,7035,15588,128,276608,15.5,7,3,Debit Card,9,243,Budget,No
ORD10117,13-01-2025,West,Electronics,7638,10456,233,575976,12.1,7,3.5,COD,5,133,Premium,No
ORD10118,07-06-2025,South,Bags,6783,9241,415,1241680,11.1,5,3.7,Debit Card,21,177,Budget,No
ORD10119,18-02-2025,North,Shoes,5236,9621,243,464130,4.7,2,4.8,Credit Card,32,207,Regular,Yes
ORD10120,22-02-2025,East,Electronics,4701,12095,346,1171556,4.7,1,4.7,Net Banking,17,126,Regular,Yes
ORD10121,14-02-2025,West,Watches,7192,18865,194,406818,16.6,6,3.7,Debit Card,6,127,Budget,No
ORD10122,29-03-2025,East,Shoes,4538,7301,339,1092597,3.5,1,4.6,UPI,6,182,Premium,Yes
ORD10123,25-01-2025,South,Bags,8606,11186,241,527308,11.4,5,3.8,Debit Card,29,143,Premium,No
ORD10124,10-01-2025,North,Clothing,4453,12399,321,668322,1.8,2,4.7,Debit Card,27,122,Budget,Yes
ORD10125,03-05-2025,South,Shoes,5446,14559,196,617596,12.7,7,3,UPI,28,169,Premium,No
ORD10126,26-04-2025,South,Clothing,6020,10653,242,516912,13.7,5,4.3,Net Banking,7,148,Regular,Yes
ORD10127,25-01-2025,South,Watches,7790,11212,275,699325,8.6,4,3.3,COD,33,109,Budget,No
ORD10128,21-03-2025,North,Shoes,2823,19650,351,1128816,4.9,3,4.7,Net Banking,21,246,Regular,Yes
ORD10129,04-03-2025,West,Bags,8523,17128,233,684554,12.2,7,3.8,UPI,18,204,Premium,No
ORD10130,15-01-2025,North,Shoes,4100,10226,313,1011616,9.4,4,4.5,Net Banking,21,82,Budget,Yes
ORD10131,19-06-2025,South,Bags,5529,18444,399,1181439,11.7,5,3.6,Net Banking,10,239,Budget,No
ORD10132,28-06-2025,West,Bags,8818,14321,184,365056,10.8,4,3.6,UPI,13,208,Regular,No
ORD10133,16-04-2025,East,Bags,3017,14611,351,730782,4.5,1,4.8,Net Banking,30,239,Budget,Yes
ORD10134,07-06-2025,West,Clothing,8695,12328,406,1144514,12.6,8,3.9,Net Banking,25,244,Regular,No
ORD10135,13-02-2025,South,Watches,6288,8178,203,561295,12.8,7,4.1,Debit Card,33,143,Regular,No
ORD10136,02-03-2025,East,Bags,4697,19420,413,1194396,3,3,4.1,Net Banking,27,151,Budget,No
ORD10137,21-05-2025,North,Clothing,4299,18190,212,441808,4.1,1,4.9,COD,20,189,Budget,Yes
ORD10138,29-04-2025,North,Bags,5784,11061,201,402603,4,2,4.1,Credit Card,24,229,Regular,No
ORD10139,05-02-2025,West,Electronics,5323,11046,414,1225854,9.2,6,4.1,Net Banking,28,93,Regular,No
ORD10140,05-04-2025,East,Shoes,5958,10660,255,699975,4,3,4.2,COD,26,218,Regular,Yes
ORD10141,19-01-2025,South,Watches,7098,18214,256,529664,9.6,5,3.1,Credit Card,15,127,Premium,No
ORD10142,14-04-2025,West,Watches,8895,18955,177,401790,13.1,7,3,Net Banking,5,154,Budget,No
ORD10143,02-01-2025,South,Electronics,5700,11852,259,624967,10.6,7,3.5,COD,29,94,Regular,No
ORD10144,27-02-2025,North,Shoes,3701,9333,404,1077064,6.9,3,4,Net Banking,33,250,Premium,No
ORD10145,19-02-2025,East,Watches,5829,16045,217,445067,5.4,1,4.1,Net Banking,9,125,Budget,No
ORD10146,17-05-2025,North,Shoes,3492,14616,302,957038,6,1,4.2,Net Banking,31,214,Regular,Yes
ORD10147,16-02-2025,East,Electronics,2601,18356,334,777218,3.7,1,4.8,Debit Card,11,242,Budget,Yes
ORD10148,11-06-2025,West,Clothing,5077,15779,226,486804,13.4,8,2.8,COD,11,154,Regular,No
ORD10149,05-01-2025,East,Watches,4998,15143,380,1102000,5.6,3,5,COD,19,152,Premium,Yes
ORD10150,27-02-2025,East,Bags,3338,13080,351,1150578,6.2,1,4.5,Credit Card,5,132,Regular,Yes
ORD10151,19-06-2025,East,Shoes,4359,10633,232,598792,3.8,4,4.7,Net Banking,8,225,Budget,Yes
ORD10152,07-04-2025,West,Shoes,5809,7721,236,678500,13.2,5,3.3,Net Banking,29,244,Budget,No
ORD10153,21-02-2025,South,Bags,6172,19360,348,1158840,14.6,7,3.5,Net Banking,26,127,Premium,No
ORD10154,02-01-2025,West,Clothing,6782,17907,200,365800,13.5,6,3.3,Debit Card,15,250,Regular,No
ORD10155,16-06-2025,West,Clothing,8916,14660,376,1057312,11.7,6,3.7,COD,17,119,Premium,No
ORD10156,21-04-2025,North,Bags,5506,7881,359,649790,6,2,4.9,COD,34,184,Budget,Yes
ORD10157,16-06-2025,North,Watches,5215,12997,330,1101540,6,3,4.2,COD,13,226,Regular,Yes
ORD10158,18-05-2025,South,Clothing,8501,15996,190,459040,11.7,7,4.1,Debit Card,14,152,Premium,No
ORD10159,17-06-2025,North,Clothing,3964,18946,201,468531,4,1,4.4,Net Banking,34,98,Premium,Yes
ORD10160,12-01-2025,East,Clothing,3021,11652,247,614289,6,1,4.5,Credit Card,22,186,Budget,Yes
ORD10161,16-02-2025,South,Watches,6878,13721,242,445038,9.3,8,3.3,Debit Card,10,149,Budget,No
ORD10162,08-05-2025,North,Bags,4628,18732,188,414352,2.9,3,4.4,Credit Card,20,114,Budget,Yes
ORD10163,02-04-2025,West,Bags,6491,16803,367,695465,11.1,8,3.8,Net Banking,8,243,Premium,No
ORD10164,25-03-2025,West,Watches,7875,12485,205,461455,15.3,8,2.9,Credit Card,12,200,Budget,No
ORD10165,19-05-2025,South,Bags,8128,17054,269,889314,12.9,7,3.5,Debit Card,18,171,Regular,No
ORD10166,15-01-2025,North,Electronics,4680,11772,414,1163340,7.8,2,4.5,Credit Card,7,150,Premium,Yes
ORD10167,01-02-2025,South,Electronics,5591,18037,340,863260,11.9,6,3.4,COD,27,97,Regular,No
ORD10168,20-01-2025,East,Shoes,2723,18571,292,943744,4.6,4,4.5,COD,10,211,Premium,Yes
ORD10169,24-02-2025,South,Watches,7642,18293,181,528520,13.1,4,3.7,COD,10,110,Regular,No
ORD10170,10-01-2025,South,Electronics,6412,10016,262,497014,8.9,7,4.1,COD,9,189,Budget,No
ORD10171,01-02-2025,West,Clothing,8157,17390,317,614029,11.1,4,3.4,Net Banking,5,221,Premium,No
ORD10172,31-03-2025,South,Electronics,6679,14441,193,368051,11.3,8,4,COD,12,96,Premium,No
ORD10173,10-04-2025,South,Watches,8105,8345,406,976836,12.2,8,2.8,Debit Card,24,93,Regular,No
ORD10174,19-05-2025,East,Electronics,2877,9173,287,801878,5.3,3,4.5,UPI,28,140,Budget,Yes
ORD10175,19-04-2025,West,Clothing,6558,12354,270,559710,15.4,5,3.2,UPI,16,106,Regular,No
ORD10176,22-01-2025,East,Clothing,4702,13098,261,854775,4.7,3,4.4,UPI,20,224,Budget,Yes
ORD10177,29-03-2025,North,Watches,4164,19099,364,935116,3.6,4,4.2,Net Banking,28,195,Regular,Yes
ORD10178,20-03-2025,West,Clothing,8644,10697,327,902847,11.2,7,3.1,Debit Card,15,248,Premium,No
ORD10179,12-03-2025,West,Watches,8151,8245,147,326928,20.1,5,3.2,Debit Card,15,227,Budget,No
ORD10180,10-01-2025,East,Watches,3861,8015,180,490860,3.3,4,3.9,UPI,6,158,Regular,No
ORD10181,13-05-2025,South,Bags,8662,11585,342,709650,13.3,5,3.4,COD,26,106,Budget,No
ORD10182,19-01-2025,West,Bags,8810,10144,336,1027488,13.4,8,3.4,Credit Card,17,206,Premium,No
ORD10183,18-05-2025,North,Bags,3074,19472,379,973272,5.1,3,4.2,UPI,13,228,Premium,Yes
ORD10184,01-02-2025,South,Clothing,8310,7866,389,1314431,10.1,7,4.3,Debit Card,12,112,Budget,Yes
ORD10185,16-06-2025,North,Bags,2981,11749,193,351839,5.3,4,4.6,COD,34,220,Premium,Yes
ORD10186,29-03-2025,West,Bags,7368,12552,287,883386,10.8,6,2.7,Net Banking,19,148,Premium,No
ORD10187,05-01-2025,East,Bags,3322,17956,385,892430,5.2,1,4.8,Credit Card,18,120,Regular,Yes
ORD10188,07-04-2025,South,Watches,7527,12568,259,566951,13.4,5,3.1,Debit Card,31,185,Budget,No
ORD10189,07-03-2025,West,Bags,8077,18778,315,722610,12.7,6,3.4,UPI,6,175,Premium,No
ORD10190,27-04-2025,North,Watches,2776,9051,232,523624,3.3,1,4.6,COD,27,196,Premium,Yes
ORD10191,01-03-2025,North,Shoes,3202,18007,208,542048,3.5,2,4.7,COD,26,231,Budget,Yes
ORD10192,20-02-2025,East,Watches,2803,14788,343,877051,3.7,1,4.1,UPI,31,141,Budget,No
ORD10193,25-05-2025,East,Electronics,3876,17031,189,363069,5.2,3,4.4,Net Banking,27,84,Regular,Yes
ORD10194,25-05-2025,East,Bags,4454,18305,333,1141524,6.1,1,4.3,Debit Card,22,163,Budget,Yes
ORD10195,05-01-2025,West,Bags,6850,11265,321,819192,10.6,5,3.7,UPI,32,112,Regular,No
ORD10196,06-01-2025,South,Electronics,6951,19210,346,945618,14.3,4,4,COD,25,211,Regular,No
ORD10197,11-06-2025,East,Clothing,5397,17078,388,1075536,4.7,3,4.5,Credit Card,22,172,Regular,Yes
ORD10198,06-06-2025,West,Clothing,7232,12225,313,739306,11.2,6,2.9,Debit Card,32,248,Premium,No
ORD10199,25-05-2025,South,Clothing,5120,19054,227,725038,12.5,8,3.5,UPI,31,161,Budget,No
ORD10200,03-05-2025,West,Shoes,6319,19673,326,655586,12.5,6,3.5,COD,13,237,Budget,No
ORD10201,13-03-2025,West,Shoes,6060,8054,321,1076955,10.9,7,4.2,COD,35,170,Regular,Yes
ORD10202,15-01-2025,North,Clothing,5209,8414,315,968940,3,4,4.4,COD,35,149,Budget,Yes
ORD10203,04-02-2025,South,Bags,5340,18378,271,920858,14,7,3.6,Debit Card,5,80,Budget,No
ORD10204,25-03-2025,East,Shoes,4948,10526,345,850080,4,4,4,Credit Card,34,141,Premium,No
ORD10205,13-06-2025,West,Clothing,6678,19097,238,556920,13.7,7,3.6,UPI,26,125,Regular,No
ORD10206,09-05-2025,West,Bags,7850,11651,237,580887,12.7,8,3.8,Debit Card,7,114,Budget,No
ORD10207,26-01-2025,West,Watches,7390,13581,130,260130,15,4,3.5,Debit Card,25,143,Regular,No
ORD10208,19-01-2025,North,Watches,3922,13603,198,578556,2.4,3,4.8,Debit Card,11,177,Regular,Yes
ORD10209,29-05-2025,East,Watches,5947,19667,377,1233921,4.9,4,4.7,Debit Card,16,191,Premium,Yes
ORD10210,11-04-2025,East,Bags,3014,18657,292,908996,1.3,2,4.3,Net Banking,21,199,Regular,Yes
ORD10211,18-03-2025,North,Electronics,4498,16295,208,516464,7.5,3,4.1,Net Banking,17,98,Regular,No
ORD10212,10-01-2025,North,Shoes,3765,11001,231,667590,3.4,1,4.3,COD,32,105,Budget,Yes
ORD10213,10-05-2025,North,Watches,5091,8409,297,729432,3.9,4,4.4,UPI,32,108,Regular,Yes
ORD10214,23-04-2025,South,Shoes,5955,18790,188,622092,15,4,3.6,UPI,15,123,Regular,No
ORD10215,30-01-2025,South,Bags,6202,15146,393,782070,12.3,4,3.4,Net Banking,8,135,Regular,No
ORD10216,12-04-2025,East,Clothing,3315,19922,201,483405,7.3,4,4.2,Net Banking,8,140,Premium,Yes
ORD10217,14-03-2025,North,Watches,4232,13150,357,1211301,3.4,1,4.6,Debit Card,18,118,Regular,Yes
ORD10218,06-04-2025,East,Clothing,4899,10371,377,1059370,6.8,3,4.8,Credit Card,10,197,Regular,Yes
ORD10219,22-03-2025,West,Shoes,8535,13098,351,1057563,8.7,7,3.7,Debit Card,13,146,Budget,No
ORD10220,11-02-2025,South,Shoes,8569,7740,215,621995,12.6,7,4.3,Debit Card,12,123,Regular,Yes
ORD10221,01-06-2025,South,Electronics,6077,15137,251,567511,10.9,6,4.1,Credit Card,33,194,Regular,No
ORD10222,30-05-2025,North,Bags,5212,16393,400,905200,5.2,1,4.4,COD,21,232,Premium,Yes
ORD10223,29-05-2025,South,Watches,7945,13910,199,654909,12.3,5,4,UPI,31,203,Budget,No
ORD10224,19-05-2025,East,Bags,5229,18844,245,714175,5.4,2,4.1,Credit Card,35,92,Regular,No
ORD10225,04-03-2025,West,Shoes,6050,17337,250,641750,12.1,7,4.3,UPI,11,207,Budget,Yes
ORD10226,13-03-2025,South,Watches,5480,8807,288,803232,9.5,6,3.7,Net Banking,27,215,Budget,No
ORD10227,22-03-2025,South,Watches,8454,10734,343,1121610,10.7,8,3,UPI,20,235,Budget,No
ORD10228,15-06-2025,North,Watches,4357,12670,187,395505,5.2,4,4.4,Credit Card,19,99,Premium,Yes
ORD10229,24-05-2025,West,Electronics,6709,18145,374,782408,15.2,5,3.7,Credit Card,35,142,Budget,No
ORD10230,27-01-2025,North,Bags,2749,19701,301,697718,6.6,1,4.5,UPI,24,83,Budget,Yes
ORD10231,23-01-2025,South,Electronics,8414,13558,248,756152,14.9,5,3.6,Credit Card,10,216,Premium,No
ORD10232,24-03-2025,West,Shoes,6521,7194,401,1073477,10.8,5,2.9,Credit Card,30,136,Premium,No
ORD10233,17-01-2025,East,Bags,4931,9261,384,853632,4.7,2,4.8,Net Banking,27,233,Budget,Yes
ORD10234,09-04-2025,North,Clothing,5439,19968,191,511689,5.6,3,4.8,Debit Card,8,249,Premium,Yes
ORD10235,26-02-2025,East,Clothing,2889,19383,251,680210,5.9,2,4.8,Net Banking,13,126,Regular,Yes
ORD10236,25-03-2025,West,Watches,6062,10806,217,330274,19,8,3.9,COD,19,104,Regular,No
ORD10237,25-01-2025,North,Bags,4266,10149,227,668742,6.5,3,4.8,COD,6,243,Premium,Yes
ORD10238,06-05-2025,South,Shoes,8605,17650,360,743760,10.8,8,3.6,COD,11,137,Budget,No
ORD10239,26-03-2025,South,Watches,8654,8247,404,1312192,13.5,8,3.3,Credit Card,35,210,Premium,No
ORD10240,09-01-2025,South,Electronics,7484,11796,187,626450,9.4,4,2.6,COD,9,147,Premium,No
ORD10241,25-04-2025,East,Electronics,4726,18230,204,380052,4.6,2,4.2,Net Banking,20,174,Regular,Yes
ORD10242,28-01-2025,North,Bags,4178,19340,226,515054,6.9,1,3.7,COD,12,228,Premium,No
ORD10243,09-05-2025,South,Electronics,7904,11821,268,524744,16,8,3.8,Credit Card,8,226,Regular,No
ORD10244,26-01-2025,South,Bags,8238,9732,213,640917,14.1,6,4,Net Banking,35,110,Budget,No
